idx,s,r,o,gold_start,gold_end,pred_text,pred_start,pred_end,giou_top1,aeiou_top1,ae_start_top1,ae_end_top1,ae_avg_top1,ctx_1hop,ctx_2hop,ctx_used,prompt_chars,prompt_preview
1694,6231,20,7279,1969,1969,Answer: 1968-1968,1968,1968,0.0,0.5,1,1,1.0,0,0,0,690,
1695,12087,22,10265,2013,2013,Answer: ####-####,,,0.0,0.0,,,,0,0,0,720,
1696,9982,22,9730,1975,1976,Answer: 1975-1976,1975,1976,1.0,1.0,0,0,0.0,0,0,0,724,
1697,2698,9,2491,1960,,Answer: 1993-1993,1993,1993,0.0,0.0,33,,,0,0,0,702,
1698,9084,20,6706,1914,1914,Answer: 1901-1932,1901,1932,0.03125,0.03125,13,18,15.5,0,0,0,722,
1699,3624,14,3509,1966,1968,Answer: 1966-1968,1966,1968,1.0,1.0,0,0,0.0,0,0,0,629,
1700,11344,22,5651,2007,2009,Answer: 2010-2014,2010,2014,0.0,0.125,3,5,4.0,0,0,0,678,
1701,12251,22,9946,2011,2011,Answer: 2009-2012,2009,2012,0.25,0.25,2,1,1.5,0,0,0,732,
1702,6560,22,10858,2000,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
1703,11930,22,11578,2007,2007,Answer: 2007-2008,2007,2008,0.5,0.5,0,1,0.5,0,0,0,734,
1704,2189,14,4332,1956,1956,Answer: ####-####,,,0.0,0.0,,,,0,0,0,587,
1705,11190,22,9612,1998,1999,Answer: 1997-1998,1997,1998,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,692,
1706,9444,21,9440,1971,1971,Answer: 1971-1971,1971,1971,1.0,1.0,0,0,0.0,0,0,0,549,
1707,11090,22,9633,2010,2012,Answer: 2007-2008,2007,2008,-0.16666666666666666,0.16666666666666666,3,4,3.5,0,0,0,678,
1708,10455,22,9579,2008,2011,Answer: 2008-2011,2008,2011,1.0,1.0,0,0,0.0,0,0,0,672,
1709,11706,22,9581,2004,2005,Answer: 2014-2016,2014,2016,-0.6153846153846154,0.07692307692307693,10,11,10.5,0,0,0,668,
1710,11278,22,10240,2000,2000,Answer: 2007-2009,2007,2009,-0.6,0.1,7,9,8.0,0,0,0,690,
1711,4371,14,4366,2011,2016,Answer: 2008-2016,2008,2016,0.6666666666666666,0.6666666666666666,3,0,1.5,0,0,0,676,
1712,4835,14,4836,,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,595,
1713,8926,17,7256,1950,1950,Answer: 1949-1949,1949,1949,0.0,0.5,1,1,1.0,0,0,0,711,
1714,3962,14,3928,1934,1935,Answer: 1913-1944,1913,1944,0.0625,0.0625,21,9,15.0,0,0,0,600,
1715,11025,22,9572,2006,2008,Answer: 2000-2001,2000,2001,-0.4444444444444444,0.1111111111111111,6,7,6.5,0,0,0,688,
1716,10728,22,9973,2009,2011,Answer: 2006-2010,2006,2010,0.3333333333333333,0.3333333333333333,3,1,2.0,0,0,0,692,
1717,10410,22,10413,2014,2014,Answer: 2009-2010,2009,2010,-0.5,0.16666666666666666,5,4,4.5,0,0,0,680,
1718,10965,22,5648,2001,2002,Answer: 2001-2003,2001,2003,0.6666666666666666,0.6666666666666666,0,1,0.5,0,0,0,678,
1719,4501,14,4049,1362,1370,Answer: 1362-1370,1362,1370,1.0,1.0,0,0,0.0,0,0,0,640,
1720,4623,14,3437,1970,2015,Answer: 1970-2015,1970,2015,1.0,1.0,0,0,0.0,0,0,0,539,
1721,7154,17,6022,1962,1962,Answer: 1975-1975,1975,1975,-0.8571428571428571,0.07142857142857142,13,13,13.0,0,0,0,701,
1722,6053,20,6054,2003,2003,Answer: 1974-2009,1974,2009,0.027777777777777776,0.027777777777777776,29,6,17.5,0,0,0,740,
1723,6137,20,6166,2011,2011,Answer: 2006-2015,2006,2015,0.1,0.1,5,4,4.5,0,0,0,722,
1724,11731,22,10741,2012,2013,Answer: ####-####,,,0.0,0.0,,,,0,0,0,694,
1725,11134,22,11135,2007,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,702,
1726,12466,22,9898,1988,1991,Answer: 1988-2000,1988,2000,0.3076923076923077,0.3076923076923077,0,9,4.5,0,0,0,690,
1727,7547,17,6670,1986,1986,Answer: 1982-1988,1982,1988,0.14285714285714285,0.14285714285714285,4,2,3.0,0,0,0,741,
1728,12453,22,9736,2009,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,698,
1729,306,15,5029,2016,,Answer: 2016-2016,2016,2016,0.0,0.0,0,,,0,0,0,652,
1730,5714,17,5875,2005,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,673,
1731,9982,22,9730,1976,1977,Answer: 1975-1976,1975,1976,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,724,
1732,10814,22,9633,2007,2010,Answer: 2007-2011,2007,2011,0.8,0.8,0,1,0.5,0,0,0,690,
1733,12051,22,10113,2008,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
1734,9369,20,6150,1994,1994,Answer: 1995-1995,1995,1995,0.0,0.5,1,1,1.0,0,0,0,718,
1735,11896,22,10142,2007,2007,Answer: 2003-2006,2003,2006,0.0,0.2,4,1,2.5,0,0,0,736,
1736,1340,1,129,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,691,
1737,7252,17,7255,2007,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,703,
1738,2900,17,7126,2004,2004,Answer: ####-####,,,0.0,0.0,,,,0,0,0,665,
1739,7547,20,6670,1987,1987,Answer: 1982-1990,1982,1990,0.1111111111111111,0.1111111111111111,5,3,4.0,0,0,0,740,
1740,11791,22,9663,2012,2013,Answer: 2013-2015,2013,2015,0.25,0.25,1,2,1.5,0,0,0,660,
1741,5620,20,9073,2008,2008,2000-2020,2000,2020,0.047619047619047616,0.047619047619047616,8,12,10.0,0,0,0,696,
1742,11445,22,9781,2007,2012,Answer: 2006-2014,2006,2014,0.6666666666666666,0.6666666666666666,1,2,1.5,0,0,0,724,
1743,6908,17,6096,1972,1972,Answer: ####-####,,,0.0,0.0,,,,0,0,0,662,
1744,8999,20,8852,1953,1953,Answer: 1947-1979,1947,1979,0.030303030303030304,0.030303030303030304,6,26,16.0,0,0,0,696,
1745,7785,17,7052,1979,1979,Answer: 1980-1980,1980,1980,0.0,0.5,1,1,1.0,0,0,0,689,
1746,12337,22,9613,2011,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,704,
1747,11349,22,9886,2003,2004,Answer: 2003-2004,2003,2004,1.0,1.0,0,0,0.0,0,0,0,678,
1748,3699,14,3912,2016,,Answer: 2016-2021,2016,2021,0.0,0.0,0,,,0,0,0,615,
1749,1863,10,3027,1906,1913,Answer: 1906-1919,1906,1919,0.5714285714285714,0.5714285714285714,0,6,3.0,0,0,0,681,
1750,11483,22,9967,2014,,Answer: 2017-2021,2017,2021,0.0,0.0,3,,,0,0,0,678,
1751,9627,22,9637,2011,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,664,
1752,9965,22,9967,2014,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
1753,11269,22,10228,2010,2011,Answer: 2007-2011,2007,2011,0.4,0.4,3,0,1.5,0,0,0,690,
1754,10468,22,9787,1996,1996,Answer: 1992-1992,1992,1992,-0.6,0.2,4,4,4.0,0,0,0,706,
1755,11178,22,9666,1997,1999,Answer: 1989-1991,1989,1991,-0.45454545454545453,0.09090909090909091,8,8,8.0,0,0,0,682,
1756,2898,9,2482,1945,1947,Answer: ####-####,,,0.0,0.0,,,,0,0,0,688,
1757,9151,19,205,2012,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,646,
1758,10071,22,10053,2014,2015,Answer: 2013-2016,2013,2016,0.5,0.5,1,1,1.0,0,0,0,700,
1759,10290,22,9899,2008,2008,Answer: 2004-2005,2004,2005,-0.4,0.2,4,3,3.5,0,0,0,678,
1760,10620,22,10505,2008,2012,Answer: 2007-2011,2007,2011,0.6666666666666666,0.6666666666666666,1,1,1.0,0,0,0,708,
1761,668,1,497,,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,715,
1762,10659,22,10661,1978,1981,Answer: 1980-1981,1980,1981,0.5,0.5,2,0,1.0,0,0,0,684,
1763,9513,21,9500,1982,1982,Answer: 2012-2012,2012,2012,-0.9354838709677419,0.03225806451612903,30,30,30.0,0,0,0,716,
1764,6982,20,7860,2000,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,706,
1765,5695,22,10358,2001,2001,Answer: 1990-1992,1990,1992,-0.6666666666666666,0.08333333333333333,11,9,10.0,0,0,0,692,
1766,6900,22,9569,1980,1980,Answer: ####-####,,,0.0,0.0,,,,0,0,0,712,
1767,6484,17,6200,1964,1964,Answer: 1963-1964,1963,1964,0.5,0.5,1,0,0.5,0,0,0,542,
1768,7564,17,5916,1998,1998,Answer: ####-####,,,0.0,0.0,,,,0,0,0,699,
1769,1330,1,129,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,711,
1770,11375,22,9906,2010,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
1771,12245,22,10808,2009,2009,Answer: 2009-2010,2009,2010,0.5,0.5,0,1,0.5,0,0,0,688,
1772,11991,22,10516,2009,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,700,
1773,11885,22,9995,2003,2004,Answer: 2010-2011,2010,2011,-0.5555555555555556,0.1111111111111111,7,7,7.0,0,0,0,674,
1774,10222,22,9994,2006,2006,Answer: 1997-2001,1997,2001,-0.4,0.1,9,5,7.0,0,0,0,672,
1775,10397,22,10337,2002,2002,Answer: 1998-1999,1998,1999,-0.4,0.2,4,3,3.5,0,0,0,678,
1776,12470,22,10594,2000,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,614,
1777,798,1,589,1930,1938,Answer: 1922-1991,1922,1991,0.12857142857142856,0.12857142857142856,8,53,30.5,0,0,0,775,
1778,11910,22,10320,1998,2000,Answer: 1997-2003,1997,2003,0.42857142857142855,0.42857142857142855,1,3,2.0,0,0,0,684,
1779,1235,1,122,1790,1871,Answer: 1790-1871,1790,1871,1.0,1.0,0,0,0.0,0,0,0,687,
1780,11471,22,10543,2006,2006,Answer: 2005-2006,2005,2006,0.5,0.5,1,0,0.5,0,0,0,610,
1781,10941,22,9893,2003,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,734,
1782,10419,22,9648,2000,2009,Answer: 2000-2009,2000,2009,1.0,1.0,0,0,0.0,0,0,0,756,
1783,11342,22,10051,2003,2004,Answer: 2007-2010,2007,2010,-0.25,0.125,4,6,5.0,0,0,0,658,
1784,11817,22,10092,2009,2014,Answer: 2009-2013,2009,2013,0.8333333333333334,0.8333333333333334,0,1,0.5,0,0,0,698,
1785,7160,17,7548,1998,1998,Answer: 1998-1998,1998,1998,1.0,1.0,0,0,0.0,0,0,0,705,
1786,5505,17,5493,1959,1959,Answer: 1957-1959,1957,1959,0.3333333333333333,0.3333333333333333,2,0,1.0,0,0,0,677,
1787,11415,22,9788,2001,2001,Answer: 2000-2001,2000,2001,0.5,0.5,1,0,0.5,0,0,0,730,
1788,8892,20,7513,1994,1994,Answer: 1980-1999,1980,1999,0.05,0.05,14,5,9.5,0,0,0,704,
1789,2845,9,2518,1870,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,714,
1790,12311,22,9668,2002,2003,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
1791,2183,9,2490,1946,,Answer: 1945-2024,1945,2024,0.0,0.0,1,,,0,0,0,724,
1792,11880,22,9758,2002,2003,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
1793,11270,22,9994,2004,2005,Answer: 2010-2013,2010,2013,-0.4,0.1,6,8,7.0,0,0,0,676,
1794,11609,22,9808,1998,2001,Answer: 1994-1997,1994,1997,0.0,0.125,4,4,4.0,0,0,0,686,
1795,4606,14,3492,1997,1999,Answer: 1999-2001,1999,2001,0.2,0.2,2,2,2.0,0,0,0,716,
1796,11801,22,10575,1998,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,686,
1797,3115,14,3882,2004,2012,Answer: 2004-2012,2004,2012,1.0,1.0,0,0,0.0,0,0,0,696,
1798,11802,22,9549,1994,1996,Answer: 1996-1998,1996,1998,0.2,0.2,2,2,2.0,0,0,0,686,
1799,8438,20,6780,1916,1916,Answer: 1901-1938,1901,1938,0.02631578947368421,0.02631578947368421,15,22,18.5,0,0,0,694,
1800,11503,22,10921,2009,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
1801,11600,22,9885,2012,2012,Answer: 2014-2017,2014,2017,-0.16666666666666666,0.16666666666666666,2,5,3.5,0,0,0,682,
1802,11745,22,10783,2006,2006,Answer: 2003-2005,2003,2005,0.0,0.25,3,1,2.0,0,0,0,672,
1803,7652,17,7654,2012,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,681,
1804,8753,20,6706,1949,1949,Answer: ####-####,,,0.0,0.0,,,,0,0,0,718,
1805,8589,17,5815,1992,1992,Answer: 1976-1976,1976,1976,-0.8823529411764706,0.058823529411764705,16,16,16.0,0,0,0,693,
1806,10918,22,9707,2010,2010,Answer: 2009-2010,2009,2010,0.5,0.5,1,0,0.5,0,0,0,647,
1807,6246,17,5949,1972,1972,Answer: ####-####,,,0.0,0.0,,,,0,0,0,705,
1808,4621,14,3458,2001,2005,Answer: 2001-2005,2001,2005,1.0,1.0,0,0,0.0,0,0,0,582,
1809,6968,20,6969,1977,1977,Answer: 1971-1979,1971,1979,0.1111111111111111,0.1111111111111111,6,2,4.0,0,0,0,748,
1810,9987,22,9993,2009,2009,Answer: 2007-2008,2007,2008,0.0,0.3333333333333333,2,1,1.5,0,0,0,682,
1811,1130,1,125,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,689,
1812,7169,17,5862,1905,1905,Answer: 1888-1912,1888,1912,0.04,0.04,17,7,12.0,0,0,0,681,
1813,265,1,125,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,687,
1814,4556,14,3519,1801,1805,Answer: 1783-1789,1783,1789,-0.4782608695652174,0.043478260869565216,18,16,17.0,0,0,0,623,
1815,8060,17,8010,2011,2011,Answer: 1973-2021,1973,2021,0.02040816326530612,0.02040816326530612,38,10,24.0,0,0,0,715,
1816,9805,22,9809,2001,2001,Answer: 2006-2007,2006,2007,-0.5714285714285714,0.14285714285714285,5,6,5.5,0,0,0,706,
1817,11641,22,9598,2001,2001,Answer: 1993-1995,1993,1995,-0.5555555555555556,0.1111111111111111,8,6,7.0,0,0,0,692,
1818,2673,9,2493,1991,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,710,
1819,7881,20,6706,1943,1943,Answer: ####-####,,,0.0,0.0,,,,0,0,0,722,
1820,659,1,444,2005,,Answer: 1946-1946,1946,1946,0.0,0.0,59,,,0,0,0,695,
1821,10160,22,10161,2013,2014,Answer: 2013-2014,2013,2014,1.0,1.0,0,0,0.0,0,0,0,698,
1822,7745,17,7309,1991,1991,Answer: ####-####,,,0.0,0.0,,,,0,0,0,585,
1823,11645,22,10159,2009,2010,Answer: 2012-2015,2012,2015,-0.14285714285714285,0.14285714285714285,3,5,4.0,0,0,0,704,
1824,10207,22,9689,1986,1996,Answer: 1986-1992,1986,1992,0.6363636363636364,0.6363636363636364,0,4,2.0,0,0,0,732,
1825,3425,14,3426,1909,1910,Answer: 1906-1910,1906,1910,0.4,0.4,3,0,1.5,0,0,0,620,
1826,10905,22,10795,2007,2008,Answer: 2005-2005,2005,2005,-0.25,0.25,2,3,2.5,0,0,0,676,
1827,10937,22,6517,2016,,Answer: 2011-2020,2011,2020,0.0,0.0,5,,,0,0,0,696,
1828,2866,9,2520,2010,,Answer: 2012-2012,2012,2012,0.0,0.0,2,,,0,0,0,672,
1829,2817,9,2520,1990,,Answer: 1974-1997,1974,1997,0.0,0.0,16,,,0,0,0,666,
1830,11800,22,9642,1990,1995,Answer: 1997-1999,1997,1999,-0.1,0.1,7,4,5.5,0,0,0,672,
1831,8258,20,5921,1996,1996,Answer: 1995-2003,1995,2003,0.1111111111111111,0.1111111111111111,1,7,4.0,0,0,0,706,
1832,11014,22,10131,2005,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,674,
1833,10934,22,9612,2009,2009,Answer: 2018-2019,2018,2019,-0.7272727272727273,0.09090909090909091,9,10,9.5,0,0,0,680,
1834,8335,20,6012,1959,1959,Answer: ####-####,,,0.0,0.0,,,,0,0,0,678,
1835,11740,22,5651,2001,2006,Answer: 2001-2002,2001,2002,0.3333333333333333,0.3333333333333333,0,4,2.0,0,0,0,682,
1836,2974,17,7171,1998,1998,Answer: ####-####,,,0.0,0.0,,,,0,0,0,667,
1837,9956,22,9562,2008,2011,Answer: 2011-2014,2011,2014,0.14285714285714285,0.14285714285714285,3,3,3.0,0,0,0,688,
1838,11810,22,9950,2012,2012,Answer: 2013-2015,2013,2015,0.0,0.25,1,3,2.0,0,0,0,698,
1839,5678,16,5691,1981,1981,Answer: 1974-1980,1974,1980,0.0,0.125,7,1,4.0,0,0,0,651,
1840,10312,22,10316,2002,2002,Answer: 1999-2002,1999,2002,0.25,0.25,3,0,1.5,0,0,0,730,
1841,10574,22,10076,2012,2013,Answer: 2013-2014,2013,2014,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,692,
1842,11831,22,9710,1993,1994,Answer: 1982-1984,1982,1984,-0.6153846153846154,0.07692307692307693,11,10,10.5,0,0,0,688,
1843,11745,22,10107,2011,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
1844,2693,17,5957,1942,1942,Answer: 1939-1942,1939,1942,0.25,0.25,3,0,1.5,0,0,0,691,
1845,11833,22,10807,2012,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,668,
1846,9951,22,9953,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,728,
1847,11412,22,9789,2003,2003,Answer: ####-####,,,0.0,0.0,,,,0,0,0,738,
1848,12296,22,9988,1988,1989,Answer: ####-####,,,0.0,0.0,,,,0,0,0,544,
1849,2753,11,3110,2007,,Answer: 2007-2024,2007,2024,0.0,0.0,0,,,0,0,0,670,
1850,6796,20,6805,2009,2009,Answer: 2004-2023,2004,2023,0.05,0.05,5,14,9.5,0,0,0,696,
1851,12385,22,9578,2010,2010,Answer: 2007-2007,2007,2007,-0.5,0.25,3,3,3.0,0,0,0,668,
1852,8321,20,7092,1957,1957,Answer: 1983-1983,1983,1983,-0.9259259259259259,0.037037037037037035,26,26,26.0,0,0,0,714,
1853,636,1,172,,1946,Answer: 1918-1946,1918,1946,0.0,0.0,,0,,0,0,0,747,
1854,12318,22,10531,1994,1997,Answer: 2013-2015,2013,2015,-0.6818181818181818,0.045454545454545456,19,18,18.5,0,0,0,678,
1855,10828,22,10057,2010,2013,Answer: 1996-2003,1996,2003,-0.3333333333333333,0.05555555555555555,14,10,12.0,0,0,0,672,
1856,12315,22,10575,2010,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
1857,5553,16,5558,1986,1986,Answer: ####-####,,,0.0,0.0,,,,0,0,0,717,
1858,8817,17,6009,1972,1972,Answer: ####-####,,,0.0,0.0,,,,0,0,0,687,
1859,10317,22,10061,2009,2009,Answer: 2007-2008,2007,2008,0.0,0.3333333333333333,2,1,1.5,0,0,0,684,
1860,9288,20,5762,1907,1907,Answer: 1901-1909,1901,1909,0.1111111111111111,0.1111111111111111,6,2,4.0,0,0,0,698,
1861,2729,9,2502,1985,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,716,
1862,11629,22,10356,1997,2000,Answer: 1997-1999,1997,1999,0.75,0.75,0,1,0.5,0,0,0,676,
1863,11614,22,9807,2011,2011,Answer: 2006-2008,2006,2008,-0.3333333333333333,0.16666666666666666,5,3,4.0,0,0,0,682,
1864,7187,17,5980,2010,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,553,
1865,11500,22,10497,2005,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,696,
1866,9596,22,9604,2003,2003,Answer: 1993-1994,1993,1994,-0.7272727272727273,0.09090909090909091,10,9,9.5,0,0,0,684,
1867,4787,14,3437,1987,2017,Answer: 1987-2017,1987,2017,1.0,1.0,0,0,0.0,0,0,0,533,
1868,12128,22,10008,2000,2001,Answer: 2000-2001,2000,2001,1.0,1.0,0,0,0.0,0,0,0,708,
1869,10841,22,9629,2011,2012,Answer: 2013-2015,2013,2015,0.0,0.2,2,3,2.5,0,0,0,650,
1870,7098,17,7099,1975,1975,Answer: ####-####,,,0.0,0.0,,,,0,0,0,705,
1871,3174,17,6449,2004,2004,Answer: ####-####,,,0.0,0.0,,,,0,0,0,634,
1872,11468,22,9587,2007,2008,Answer: ####-####,,,0.0,0.0,,,,0,0,0,740,
1873,756,1,528,,2005,Answer: 1859-2016,1859,2016,0.0,0.0,,11,,0,0,0,703,
1874,6043,17,5907,2005,2005,Answer: 2004-2017,2004,2017,0.07142857142857142,0.07142857142857142,1,12,6.5,0,0,0,705,
1875,10677,22,10678,2002,2002,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
1876,4675,14,3623,1974,1989,Answer: 1964-1995,1964,1995,0.5,0.5,10,6,8.0,0,0,0,632,
1877,11214,22,9992,2009,2015,Answer: 2013-2014,2013,2014,0.2857142857142857,0.2857142857142857,4,1,2.5,0,0,0,686,
1878,2674,9,2494,1993,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,730,
1879,7497,17,7197,1936,1936,Answer: ####-####,,,0.0,0.0,,,,0,0,0,541,
1880,10182,22,9634,1994,1997,Answer: 2009-2010,2009,2010,-0.6470588235294118,0.058823529411764705,15,13,14.0,0,0,0,672,
1881,5500,22,9787,2009,2011,Answer: 2009-2011,2009,2011,1.0,1.0,0,0,0.0,0,0,0,690,
1882,6312,17,6315,1996,1996,Answer: 1995-2003,1995,2003,0.1111111111111111,0.1111111111111111,1,7,4.0,0,0,0,713,
1883,3203,17,6713,1990,1990,Answer: 1989-1989,1989,1989,0.0,0.5,1,1,1.0,0,0,0,717,
1884,12020,22,10254,2013,2013,Answer: 2013-2014,2013,2014,0.5,0.5,0,1,0.5,0,0,0,676,
1885,9733,22,9625,2003,2004,Answer: 2010-2011,2010,2011,-0.5555555555555556,0.1111111111111111,7,7,7.0,0,0,0,686,
1886,2765,9,2492,1963,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,702,
1887,115,9,2496,1985,,Answer: 1985-2024,1985,2024,0.0,0.0,0,,,0,0,0,672,
1888,9237,20,6012,1929,1929,Answer: 1901-1933,1901,1933,0.030303030303030304,0.030303030303030304,28,4,16.0,0,0,0,680,
1889,12005,22,9575,1997,1999,Answer: 2007-2010,2007,2010,-0.5,0.07142857142857142,10,11,10.5,0,0,0,676,
1890,11269,22,9791,2011,2013,Answer: 2010-2012,2010,2012,0.5,0.5,1,1,1.0,0,0,0,722,
1891,4529,14,3444,1992,2009,Answer: 1999-2009,1999,2009,0.6111111111111112,0.6111111111111112,7,0,3.5,0,0,0,548,
1892,9914,22,9920,2013,2014,Answer: 2017-2021,2017,2021,-0.2222222222222222,0.1111111111111111,4,7,5.5,0,0,0,694,
1893,12223,22,5584,1993,2006,Answer: 1993-2006,1993,2006,1.0,1.0,0,0,0.0,0,0,0,710,
1894,10836,22,9601,1997,1999,Answer: ####-####,,,0.0,0.0,,,,0,0,0,698,
1895,2832,17,5817,1868,1868,Answer: ####-####,,,0.0,0.0,,,,0,0,0,597,
1896,9151,22,10200,2005,2006,Answer: 1994-1996,1994,1996,-0.6153846153846154,0.07692307692307693,11,10,10.5,0,0,0,680,
1897,2655,20,7092,1939,1939,Answer: ####-####,,,0.0,0.0,,,,0,0,0,694,
1898,12147,22,9585,2001,2002,Answer: 1999-2001,1999,2001,0.25,0.25,2,1,1.5,0,0,0,730,
1899,8270,20,9198,1997,1997,Answer: 1993-2007,1993,2007,0.06666666666666667,0.06666666666666667,4,10,7.0,0,0,0,736,
1900,3993,14,3437,2010,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,531,
1901,10239,22,9937,1994,1995,Answer: 1989-1991,1989,1991,-0.2857142857142857,0.14285714285714285,5,4,4.5,0,0,0,696,
1902,7949,17,5939,1992,1992,Answer: 1993-1993,1993,1993,0.0,0.5,1,1,1.0,0,0,0,715,
1903,11359,22,9988,2010,2011,Answer: 2017-2018,2017,2018,-0.5555555555555556,0.1111111111111111,7,7,7.0,0,0,0,686,
1904,11356,22,9544,2004,2006,Answer: 2003-2004,2003,2004,0.25,0.25,1,2,1.5,0,0,0,688,
1905,2773,14,3636,1872,1878,Answer: 1872-1878,1872,1878,1.0,1.0,0,0,0.0,0,0,0,766,
1906,2927,10,2928,1950,1966,Answer: 1929-1934,1929,1934,-0.39473684210526316,0.02631578947368421,21,32,26.5,0,0,0,679,
1907,11801,22,10426,2015,,Answer: 2016-2020,2016,2020,0.0,0.0,1,,,0,0,0,682,
1908,11947,22,10600,2005,2007,Answer: 2003-2006,2003,2006,0.4,0.4,2,1,1.5,0,0,0,686,
1909,6269,17,5924,1997,1997,Answer: ####-####,,,0.0,0.0,,,,0,0,0,705,
1910,10544,22,9579,2009,2016,Answer: 2006-2017,2006,2017,0.6666666666666666,0.6666666666666666,3,1,2.0,0,0,0,670,
1911,6149,17,6151,1988,1988,Answer: 1988-1988,1988,1988,1.0,1.0,0,0,0.0,0,0,0,739,
1912,5498,22,9813,1958,1974,Answer: 1958-1974,1958,1974,1.0,1.0,0,0,0.0,0,0,0,706,
1913,8529,23,2989,,1939,Answer: 1931-1938,1931,1938,0.0,0.0,,1,,0,0,0,710,
1914,12435,22,10433,2012,2012,Answer: 2013-2014,2013,2014,0.0,0.3333333333333333,1,2,1.5,0,0,0,670,
1915,11563,22,9592,1986,1990,Answer: 1985-1988,1985,1988,0.5,0.5,1,2,1.5,0,0,0,680,
1916,12373,22,9995,1993,1996,Answer: ####-####,,,0.0,0.0,,,,0,0,0,678,
1917,9680,22,9557,2013,,Answer: 2013-2024,2013,2024,0.0,0.0,0,,,0,0,0,746,
1918,12010,22,10914,2003,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,686,
1919,5713,17,5875,2005,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,669,
1920,9965,22,9824,2007,2008,Answer: 2007-2008,2007,2008,1.0,1.0,0,0,0.0,0,0,0,724,
1921,11364,22,10778,2001,2002,Answer: 2014-2015,2014,2015,-0.7333333333333333,0.06666666666666667,13,13,13.0,0,0,0,696,
1922,10560,22,10230,1985,1985,Answer: 1991-1993,1991,1993,-0.5555555555555556,0.1111111111111111,6,8,7.0,0,0,0,672,
1923,7781,20,8303,2009,2009,Answer: 2008-2008,2008,2008,0.0,0.5,1,1,1.0,0,0,0,668,
1924,11529,22,9825,1988,1995,Answer: 1983-1992,1983,1992,0.38461538461538464,0.38461538461538464,5,3,4.0,0,0,0,686,
1925,5691,22,10209,1984,1987,Answer: 1968-1980,1968,1980,-0.15,0.05,16,7,11.5,0,0,0,664,
1926,11078,22,9939,1999,2002,Answer: 2003-2006,2003,2006,0.0,0.125,4,4,4.0,0,0,0,690,
1927,11342,22,10940,2014,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,660,
1928,11284,22,10079,1996,2013,Answer: 1996-2013,1996,2013,1.0,1.0,0,0,0.0,0,0,0,736,
1929,11169,22,9880,1999,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,702,
1930,2385,8,2386,1986,1991,Answer: 1986-1991,1986,1991,1.0,1.0,0,0,0.0,0,0,0,659,
1931,12467,22,9716,2001,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
